FacilityID,CampsiteType,CampsiteID
233840,WALK TO,5
233841,CABIN NONELECTRIC,2
233841,GROUP STANDARD NONELECTRIC,1
233841,STANDARD NONELECTRIC,29
233842,TENT ONLY NONELECTRIC,5
233843,MANAGEMENT,2
233843,STANDARD ELECTRIC,23
233843,STANDARD NONELECTRIC,7
233844,STANDARD NONELECTRIC,10
233845,GROUP STANDARD AREA NONELECTRIC,1
233845,GROUP STANDARD NONELECTRIC,3
233845,STANDARD NONELECTRIC,10
233846,GROUP STANDARD NONELECTRIC,1
233846,MANAGEMENT,5
233846,STANDARD NONELECTRIC,1
233847,MANAGEMENT,1
233847,STANDARD NONELECTRIC,17
233847,TENT ONLY NONELECTRIC,10
233848,MANAGEMENT,1
233848,STANDARD NONELECTRIC,22
233849,GROUP STANDARD NONELECTRIC,2
233849,STANDARD NONELECTRIC,3
233850,STANDARD NONELECTRIC,16
233852,GROUP STANDARD NONELECTRIC,3
233852,STANDARD NONELECTRIC,17
233853,STANDARD NONELECTRIC,13
233853,TENT ONLY NONELECTRIC,2
233854,GROUP STANDARD NONELECTRIC,6
233854,STANDARD NONELECTRIC,43
233854,TENT ONLY NONELECTRIC,5
233855,GROUP STANDARD NONELECTRIC,3
233855,STANDARD NONELECTRIC,9
233856,GROUP SHELTER NONELECTRIC,1
233856,GROUP STANDARD NONELECTRIC,2
233856,STANDARD NONELECTRIC,23
233857,STANDARD NONELECTRIC,9
233858,GROUP STANDARD NONELECTRIC,5
233858,MANAGEMENT,1
233858,STANDARD NONELECTRIC,33
233859,STANDARD NONELECTRIC,24
233860,MANAGEMENT,9
233860,SHELTER NONELECTRIC,1
233860,STANDARD NONELECTRIC,83
233861,STANDARD NONELECTRIC,9
233862,STANDARD NONELECTRIC,23
233863,MANAGEMENT,2
233863,STANDARD NONELECTRIC,15
233864,MANAGEMENT,2
233864,STANDARD NONELECTRIC,19
233865,MANAGEMENT,1
233865,STANDARD NONELECTRIC,12
233866,STANDARD NONELECTRIC,13
233867,MANAGEMENT,1
233867,RV NONELECTRIC,6
233867,STANDARD NONELECTRIC,55
233868,CABIN NONELECTRIC,1
233869,GROUP RV AREA NONELECTRIC,3
233869,GROUP STANDARD AREA NONELECTRIC,2
233869,GROUP STANDARD NONELECTRIC,1
233869,MANAGEMENT,2
233869,RV NONELECTRIC,1
233869,STANDARD NONELECTRIC,51
233869,WALK TO,4
233869,YURT,4
233870,MANAGEMENT,1
233870,STANDARD NONELECTRIC,14
233871,MANAGEMENT,1
233871,STANDARD NONELECTRIC,19
233873,GROUP STANDARD NONELECTRIC,1
233873,STANDARD NONELECTRIC,18
233874,GROUP STANDARD NONELECTRIC,3
233876,MANAGEMENT,1
233876,STANDARD ELECTRIC,14
233876,STANDARD NONELECTRIC,9
233876,TENT ONLY NONELECTRIC,1
233877,GROUP STANDARD NONELECTRIC,1
233877,MANAGEMENT,6
233877,STANDARD NONELECTRIC,73
233877,TENT ONLY NONELECTRIC,28
233877,WALK TO,4
233878,MANAGEMENT,1
233878,STANDARD NONELECTRIC,26
233879,MANAGEMENT,1
233880,GROUP STANDARD NONELECTRIC,2
233881,CABIN NONELECTRIC,1
233882,RV NONELECTRIC,14
233882,WALK TO,1
233883,EQUESTRIAN NONELECTRIC,7
233884,MANAGEMENT,1
233884,STANDARD NONELECTRIC,36
233885,GROUP STANDARD AREA ELECTRIC,2
233885,GROUP STANDARD NONELECTRIC,1
233885,STANDARD ELECTRIC,22
233885,STANDARD NONELECTRIC,55
233886,MANAGEMENT,4
233886,STANDARD NONELECTRIC,24
233887,CABIN ELECTRIC,1
233888,CABIN ELECTRIC,1
233891,STANDARD NONELECTRIC,20
233892,EQUESTRIAN NONELECTRIC,4
233892,GROUP STANDARD NONELECTRIC,2
233892,STANDARD NONELECTRIC,13
233893,STANDARD ELECTRIC,23
233893,STANDARD NONELECTRIC,11
233894,GROUP SHELTER NONELECTRIC,1
233895,GROUP STANDARD NONELECTRIC,2
233895,STANDARD NONELECTRIC,21
233895,TENT ONLY NONELECTRIC,6
233896,GROUP STANDARD ELECTRIC,1
233896,STANDARD ELECTRIC,24
233896,STANDARD NONELECTRIC,1
233898,GROUP STANDARD NONELECTRIC,3
233898,STANDARD NONELECTRIC,14
233898,TENT ONLY NONELECTRIC,3
233899,GROUP STANDARD AREA NONELECTRIC,1
233899,STANDARD NONELECTRIC,23
233900,GROUP STANDARD NONELECTRIC,1
233900,MANAGEMENT,2
233900,STANDARD NONELECTRIC,25
233900,TENT ONLY NONELECTRIC,12
233901,MANAGEMENT,1
233901,STANDARD NONELECTRIC,15
233902,STANDARD ELECTRIC,4
233902,STANDARD NONELECTRIC,21
233902,TENT ONLY NONELECTRIC,3
233903,GROUP STANDARD NONELECTRIC,1
233907,RV NONELECTRIC,2
233907,STANDARD NONELECTRIC,13
233907,TENT ONLY NONELECTRIC,6
233907,WALK TO,5
233908,GROUP STANDARD AREA NONELECTRIC,1
233908,STANDARD NONELECTRIC,7
233908,TENT ONLY NONELECTRIC,5
233909,STANDARD NONELECTRIC,45
233910,STANDARD ELECTRIC,32
233910,STANDARD NONELECTRIC,11
233910,TENT ONLY ELECTRIC,1
233910,TENT ONLY NONELECTRIC,4
233911,STANDARD NONELECTRIC,33
233911,TENT ONLY NONELECTRIC,1
233912,GROUP STANDARD NONELECTRIC,3
233913,EQUESTRIAN ELECTRIC,28
233914,GROUP STANDARD ELECTRIC,1
233915,STANDARD NONELECTRIC,42
233916,GROUP STANDARD NONELECTRIC,2
233918,MANAGEMENT,1
233918,STANDARD NONELECTRIC,12
233918,TENT ONLY NONELECTRIC,2
233920,STANDARD ELECTRIC,98
233920,TENT ONLY NONELECTRIC,52
233921,TENT ONLY NONELECTRIC,16
233925,MANAGEMENT,1
233925,STANDARD NONELECTRIC,11
233926,MANAGEMENT,1
233926,STANDARD NONELECTRIC,7
233927,CABIN NONELECTRIC,1
233928,GROUP STANDARD NONELECTRIC,3
233929,GROUP STANDARD NONELECTRIC,1
233929,MANAGEMENT,1
233929,STANDARD NONELECTRIC,23
233929,TENT ONLY NONELECTRIC,1
233929,WALK TO,1
233930,GROUP STANDARD NONELECTRIC,1
233930,STANDARD NONELECTRIC,10
233931,GROUP STANDARD AREA NONELECTRIC,1
233931,GROUP STANDARD NONELECTRIC,2
233931,MANAGEMENT,1
233931,STANDARD NONELECTRIC,13
233932,CABIN ELECTRIC,1
233933,CABIN ELECTRIC,1
233934,STANDARD ELECTRIC,8
233934,STANDARD NONELECTRIC,21
233936,STANDARD NONELECTRIC,20
233937,GROUP STANDARD NONELECTRIC,1
233938,GROUP STANDARD NONELECTRIC,1
233939,GROUP STANDARD ELECTRIC,1
233940,GROUP STANDARD NONELECTRIC,1
233941,GROUP TENT ONLY AREA NONELECTRIC,1
233942,CABIN NONELECTRIC,1
233943,GROUP STANDARD AREA NONELECTRIC,1
233944,CABIN ELECTRIC,1
233945,CABIN NONELECTRIC,1
233946,STANDARD ELECTRIC,35
233946,TENT ONLY ELECTRIC,1
233947,GROUP TENT ONLY AREA NONELECTRIC,6
233948,CABIN ELECTRIC,1
233949,STANDARD NONELECTRIC,13
233950,STANDARD NONELECTRIC,16
233950,TENT ONLY NONELECTRIC,1
233952,GROUP TENT ONLY AREA NONELECTRIC,3
233953,GROUP STANDARD NONELECTRIC,2
233954,STANDARD NONELECTRIC,35
233955,GROUP STANDARD NONELECTRIC,1
233955,STANDARD NONELECTRIC,61
233955,TENT ONLY NONELECTRIC,7
233956,GROUP STANDARD NONELECTRIC,1
233956,STANDARD NONELECTRIC,54
233957,GROUP STANDARD NONELECTRIC,3
233957,STANDARD NONELECTRIC,43
233958,CABIN NONELECTRIC,1
233960,CABIN NONELECTRIC,1
233961,CABIN NONELECTRIC,1
233962,CABIN NONELECTRIC,1
233963,STANDARD NONELECTRIC,14
233964,RV NONELECTRIC,1
233964,STANDARD NONELECTRIC,31
233965,MANAGEMENT,2
233965,STANDARD ELECTRIC,20
233965,STANDARD NONELECTRIC,39
233966,GROUP STANDARD NONELECTRIC,1
233967,EQUESTRIAN NONELECTRIC,2
233967,GROUP STANDARD NONELECTRIC,1
233967,STANDARD NONELECTRIC,13
233968,GROUP STANDARD NONELECTRIC,1
233968,STANDARD NONELECTRIC,12
233969,GROUP STANDARD NONELECTRIC,1
233969,STANDARD NONELECTRIC,5
233970,GROUP STANDARD NONELECTRIC,1
233970,STANDARD NONELECTRIC,5
233971,GROUP STANDARD NONELECTRIC,1
233972,CABIN ELECTRIC,1
233973,GROUP WALK TO,4
233973,WALK TO,10
233974,STANDARD NONELECTRIC,8
233974,TENT ONLY NONELECTRIC,6
233975,CABIN ELECTRIC,1
233976,GROUP STANDARD NONELECTRIC,1
233976,STANDARD NONELECTRIC,6
233977,GROUP STANDARD NONELECTRIC,1
233977,STANDARD NONELECTRIC,18
233978,GROUP STANDARD NONELECTRIC,1
233980,MANAGEMENT,1
233980,STANDARD NONELECTRIC,27
233981,GROUP STANDARD AREA NONELECTRIC,1
233982,CABIN NONELECTRIC,1
233983,STANDARD NONELECTRIC,17
233984,CABIN NONELECTRIC,1
233985,GROUP STANDARD AREA NONELECTRIC,1
233986,GROUP STANDARD AREA NONELECTRIC,1
233987,GROUP STANDARD AREA NONELECTRIC,1
233988,GROUP STANDARD AREA NONELECTRIC,1
233989,CABIN NONELECTRIC,1
233990,GROUP TENT ONLY AREA NONELECTRIC,1
233992,STANDARD NONELECTRIC,10
233993,GROUP WALK TO,4
233994,GROUP TENT ONLY AREA NONELECTRIC,2
233994,STANDARD NONELECTRIC,19
233994,TENT ONLY NONELECTRIC,4
233994,WALK TO,9
233995,BOAT IN,8
233996,BOAT IN,1
233997,GROUP STANDARD NONELECTRIC,1
233998,GROUP STANDARD NONELECTRIC,1
233999,GROUP STANDARD NONELECTRIC,1
234000,GROUP STANDARD NONELECTRIC,1
234001,STANDARD ELECTRIC,1
234001,STANDARD NONELECTRIC,29
234001,TENT ONLY NONELECTRIC,8
234004,STANDARD ELECTRIC,41
234005,RV ELECTRIC,11
234006,CABIN NONELECTRIC,1
234007,STANDARD NONELECTRIC,11
234008,MANAGEMENT,1
234008,STANDARD NONELECTRIC,10
234009,STANDARD ELECTRIC,1
234009,STANDARD NONELECTRIC,27
234010,STANDARD NONELECTRIC,1
234010,YES,17
234011,GROUP STANDARD AREA NONELECTRIC,2
234011,GROUP STANDARD NONELECTRIC,3
234011,GROUP TENT ONLY AREA NONELECTRIC,6
234011,MANAGEMENT,1
234011,RV NONELECTRIC,21
234011,STANDARD NONELECTRIC,27
234013,GROUP TENT ONLY AREA NONELECTRIC,7
234014,GROUP TENT ONLY AREA NONELECTRIC,4
234015,CABIN ELECTRIC,4
234015,CABIN NONELECTRIC,6
234015,GROUP STANDARD NONELECTRIC,14
234015,RV ELECTRIC,29
234015,STANDARD NONELECTRIC,69
234015,TENT ONLY NONELECTRIC,1
234016,STANDARD NONELECTRIC,10
234016,TENT ONLY NONELECTRIC,4
234017,STANDARD NONELECTRIC,34
234017,TENT ONLY NONELECTRIC,5
234018,STANDARD NONELECTRIC,12
234018,TENT ONLY NONELECTRIC,6
234019,STANDARD NONELECTRIC,16
234020,STANDARD NONELECTRIC,8
234020,WALK TO,4
234021,STANDARD NONELECTRIC,17
234022,STANDARD NONELECTRIC,15
234022,TENT ONLY NONELECTRIC,5
234022,WALK TO,4
234023,STANDARD NONELECTRIC,14
234024,MANAGEMENT,1
234024,STANDARD NONELECTRIC,19
234025,STANDARD NONELECTRIC,13
234025,TENT ONLY NONELECTRIC,1
234026,STANDARD NONELECTRIC,10
234027,STANDARD NONELECTRIC,34
234028,GROUP STANDARD NONELECTRIC,2
234028,MANAGEMENT,1
234028,STANDARD NONELECTRIC,30
234029,STANDARD NONELECTRIC,13
234030,GROUP STANDARD NONELECTRIC,2
234030,STANDARD NONELECTRIC,19
234031,STANDARD NONELECTRIC,59
234031,TENT ONLY NONELECTRIC,19
234032,STANDARD NONELECTRIC,66
234033,RV NONELECTRIC,2
234033,STANDARD NONELECTRIC,24
234034,CABIN NONELECTRIC,1
234035,MANAGEMENT,32
234035,STANDARD NONELECTRIC,68
234036,GROUP TENT ONLY AREA NONELECTRIC,2
234036,RV NONELECTRIC,19
234036,STANDARD NONELECTRIC,29
234036,TENT ONLY NONELECTRIC,14
234037,MANAGEMENT,1
234037,RV NONELECTRIC,73
234037,STANDARD NONELECTRIC,24
234037,TENT ONLY NONELECTRIC,89
234038,MANAGEMENT,22
234038,STANDARD NONELECTRIC,40
234039,MANAGEMENT,1
234039,STANDARD NONELECTRIC,127
234039,TENT ONLY NONELECTRIC,36
234040,MANAGEMENT,3
234040,STANDARD NONELECTRIC,13
234040,TENT ONLY NONELECTRIC,32
234041,MANAGEMENT,3
234041,STANDARD NONELECTRIC,32
234041,TENT ONLY NONELECTRIC,9
234042,GROUP STANDARD NONELECTRIC,8
234043,GROUP TENT ONLY AREA NONELECTRIC,5
234043,MANAGEMENT,1
234043,STANDARD ELECTRIC,80
234043,WALK TO,21
234044,GROUP TENT ONLY AREA NONELECTRIC,3
234044,STANDARD ELECTRIC,28
234044,STANDARD NONELECTRIC,100
234045,GROUP STANDARD NONELECTRIC,6
234045,GROUP TENT ONLY AREA NONELECTRIC,3
234045,STANDARD ELECTRIC,6
234045,STANDARD NONELECTRIC,40
234045,TENT ONLY NONELECTRIC,6
234046,GROUP TENT ONLY AREA NONELECTRIC,3
234046,STANDARD ELECTRIC,26
234046,STANDARD NONELECTRIC,135
234047,STANDARD ELECTRIC,19
234047,STANDARD NONELECTRIC,4
234047,TENT ONLY ELECTRIC,4
234047,WALK TO,14
234048,STANDARD ELECTRIC,12
234048,TENT ONLY NONELECTRIC,2
234048,WALK TO,2
234049,GROUP TENT ONLY AREA NONELECTRIC,2
234050,GROUP TENT ONLY AREA NONELECTRIC,10
234051,GROUP TENT ONLY AREA NONELECTRIC,1
234052,STANDARD ELECTRIC,22
234052,STANDARD NONELECTRIC,33
234053,RV NONELECTRIC,32
234053,STANDARD ELECTRIC,27
234053,STANDARD NONELECTRIC,45
234053,TENT ONLY NONELECTRIC,16
234054,STANDARD NONELECTRIC,30
234054,TENT ONLY NONELECTRIC,5
234055,STANDARD NONELECTRIC,52
234056,GROUP STANDARD NONELECTRIC,1
234057,GROUP STANDARD NONELECTRIC,1
234058,RV NONELECTRIC,22
234058,STANDARD NONELECTRIC,30
234058,TENT ONLY NONELECTRIC,50
234059,GROUP TENT ONLY AREA NONELECTRIC,2
234059,RV NONELECTRIC,2
234059,STANDARD NONELECTRIC,47
234060,GROUP SHELTER NONELECTRIC,2
234060,HIKE TO,12
234060,STANDARD NONELECTRIC,92
234061,STANDARD NONELECTRIC,75
234062,STANDARD NONELECTRIC,63
234062,TENT ONLY NONELECTRIC,4
234064,STANDARD NONELECTRIC,74
234064,TENT ONLY NONELECTRIC,4
234065,GROUP STANDARD AREA NONELECTRIC,1
234066,GROUP SHELTER ELECTRIC,1
234066,GROUP STANDARD AREA NONELECTRIC,1
234067,GROUP STANDARD AREA NONELECTRIC,1
234068,GROUP STANDARD AREA NONELECTRIC,2
234068,GROUP STANDARD NONELECTRIC,1
234069,GROUP STANDARD AREA NONELECTRIC,2
234071,GROUP STANDARD AREA NONELECTRIC,2
234072,GROUP STANDARD NONELECTRIC,1
234072,GROUP TENT ONLY AREA NONELECTRIC,1
234072,STANDARD NONELECTRIC,103
234072,TENT ONLY NONELECTRIC,13
234072,WALK TO,42
234073,STANDARD NONELECTRIC,120
234073,WALK TO,20
234074,MANAGEMENT,62
234076,STANDARD NONELECTRIC,41
234076,TENT ONLY NONELECTRIC,5
234077,CABIN ELECTRIC,1
234078,GROUP TENT ONLY AREA NONELECTRIC,1
234078,MANAGEMENT,8
234078,STANDARD NONELECTRIC,16
234079,GROUP STANDARD NONELECTRIC,1
234079,RV NONELECTRIC,48
234079,TENT ONLY NONELECTRIC,50
234080,STANDARD NONELECTRIC,72
234081,STANDARD NONELECTRIC,33
234083,STANDARD NONELECTRIC,20
234084,CABIN NONELECTRIC,1
234085,GROUP STANDARD NONELECTRIC,1
234085,MANAGEMENT,2
234085,STANDARD NONELECTRIC,129
234086,STANDARD NONELECTRIC,29
234088,GROUP SHELTER NONELECTRIC,2
234089,GROUP SHELTER NONELECTRIC,1
234091,CABIN NONELECTRIC,1
234092,CABIN NONELECTRIC,1
234093,STANDARD NONELECTRIC,10
234094,STANDARD ELECTRIC,5
234094,STANDARD NONELECTRIC,16
234095,MANAGEMENT,1
234095,STANDARD NONELECTRIC,7
234096,STANDARD NONELECTRIC,8
234097,STANDARD NONELECTRIC,16
234098,STANDARD NONELECTRIC,10
234099,EQUESTRIAN NONELECTRIC,7
234100,STANDARD NONELECTRIC,8
234102,STANDARD NONELECTRIC,30
234103,EQUESTRIAN NONELECTRIC,11
234104,EQUESTRIAN NONELECTRIC,6
234104,MANAGEMENT,1
234104,RV NONELECTRIC,1
234104,STANDARD NONELECTRIC,15
234105,EQUESTRIAN NONELECTRIC,3
234105,RV NONELECTRIC,1
234105,STANDARD NONELECTRIC,42
234105,WALK TO,5
234106,STANDARD NONELECTRIC,8
234106,WALK TO,7
234107,STANDARD ELECTRIC,8
234107,STANDARD NONELECTRIC,6
234108,STANDARD NONELECTRIC,27
234108,TENT ONLY NONELECTRIC,8
234109,GROUP EQUESTRIAN,1
234110,RV NONELECTRIC,23
234110,TENT ONLY NONELECTRIC,11
234111,MANAGEMENT,12
234111,STANDARD NONELECTRIC,7
234111,TENT ONLY NONELECTRIC,4
234112,STANDARD NONELECTRIC,19
234113,STANDARD NONELECTRIC,8
234113,TENT ONLY NONELECTRIC,3
234114,STANDARD NONELECTRIC,20
234114,WALK TO,3
234115,STANDARD NONELECTRIC,37
234116,GROUP STANDARD NONELECTRIC,1
234116,STANDARD NONELECTRIC,15
234117,STANDARD NONELECTRIC,41
234118,STANDARD NONELECTRIC,19
234118,TENT ONLY NONELECTRIC,7
234120,GROUP STANDARD ELECTRIC,1
234120,STANDARD ELECTRIC,26
234120,STANDARD NONELECTRIC,2
234120,TENT ONLY NONELECTRIC,10
234123,CABIN NONELECTRIC,1
234124,CABIN NONELECTRIC,1
234125,CABIN ELECTRIC,1
234126,CABIN NONELECTRIC,1
234128,STANDARD ELECTRIC,14
234128,TENT ONLY NONELECTRIC,5
234129,CABIN NONELECTRIC,1
234130,BOAT IN,40
234130,STANDARD NONELECTRIC,46
234130,WALK TO,15
234131,CABIN NONELECTRIC,1
234132,STANDARD NONELECTRIC,29
234132,TENT ONLY NONELECTRIC,1
234132,WALK TO,12
234133,GROUP TENT ONLY AREA NONELECTRIC,1
234134,CABIN ELECTRIC,1
234135,TENT ONLY NONELECTRIC,30
234136,CABIN NONELECTRIC,1
234137,STANDARD NONELECTRIC,19
234138,CABIN NONELECTRIC,1
234139,MANAGEMENT,1
234140,HIKE TO,5
234140,MANAGEMENT,6
234140,STANDARD NONELECTRIC,48
234141,STANDARD NONELECTRIC,50
234144,CABIN NONELECTRIC,1
234145,CABIN NONELECTRIC,1
234146,GROUP TENT ONLY AREA NONELECTRIC,1
234147,GROUP STANDARD AREA NONELECTRIC,1
234148,GROUP STANDARD AREA NONELECTRIC,1
234149,CABIN NONELECTRIC,1
234150,STANDARD NONELECTRIC,44
234151,GROUP STANDARD AREA NONELECTRIC,1
234151,STANDARD NONELECTRIC,5
234153,STANDARD NONELECTRIC,12
234154,CABIN NONELECTRIC,1
234155,CABIN NONELECTRIC,1
234156,STANDARD NONELECTRIC,37
234156,TENT ONLY NONELECTRIC,2
234157,CABIN NONELECTRIC,1
234158,CABIN NONELECTRIC,1
234159,CABIN NONELECTRIC,1
234160,CABIN NONELECTRIC,1
234162,GROUP STANDARD NONELECTRIC,6
234164,WALK TO,8
234165,CABIN NONELECTRIC,1
234167,CABIN ELECTRIC,11
234168,CABIN NONELECTRIC,1
234169,GROUP STANDARD AREA NONELECTRIC,1
234169,RV NONELECTRIC,8
234170,CABIN NONELECTRIC,1
234171,GROUP STANDARD NONELECTRIC,6
234171,STANDARD NONELECTRIC,9
234172,GROUP TENT ONLY AREA NONELECTRIC,4
234173,CABIN NONELECTRIC,1
234177,GROUP STANDARD AREA NONELECTRIC,1
234178,CABIN NONELECTRIC,1
234179,CABIN NONELECTRIC,1
234180,RV NONELECTRIC,22
234180,STANDARD NONELECTRIC,70
234181,GROUP STANDARD ELECTRIC,6
234181,OVERNIGHT SHELTER ELECTRIC,7
234181,STANDARD ELECTRIC,76
234181,TENT ONLY ELECTRIC,10
234182,RV NONELECTRIC,50
234182,STANDARD NONELECTRIC,11
234182,TENT ONLY NONELECTRIC,64
234183,CABIN NONELECTRIC,1
234184,CABIN NONELECTRIC,1
234185,CABIN NONELECTRIC,1
234186,CABIN NONELECTRIC,1
234187,CABIN NONELECTRIC,1
234188,CABIN NONELECTRIC,1
234189,LOOKOUT,1
234190,STANDARD NONELECTRIC,6
234191,GROUP STANDARD NONELECTRIC,3
234191,STANDARD NONELECTRIC,4
234192,GROUP STANDARD NONELECTRIC,3
234192,STANDARD NONELECTRIC,8
234193,GROUP STANDARD AREA NONELECTRIC,2
234193,STANDARD NONELECTRIC,6
234193,TENT ONLY NONELECTRIC,17
234194,GROUP STANDARD NONELECTRIC,1
234194,STANDARD NONELECTRIC,14
234194,TENT ONLY NONELECTRIC,1
234195,GROUP STANDARD AREA NONELECTRIC,1
234195,STANDARD NONELECTRIC,12
234195,TENT ONLY NONELECTRIC,1
234196,GROUP STANDARD NONELECTRIC,2
234196,STANDARD NONELECTRIC,21
234196,TENT ONLY NONELECTRIC,4
234197,GROUP STANDARD NONELECTRIC,1
234199,OVERNIGHT SHELTER ELECTRIC,12
234199,STANDARD ELECTRIC,11
234200,GROUP STANDARD AREA NONELECTRIC,3
234200,STANDARD NONELECTRIC,18
234200,TENT ONLY NONELECTRIC,15
234201,TENT ONLY NONELECTRIC,16
234203,GROUP STANDARD AREA NONELECTRIC,1
234205,CABIN ELECTRIC,1
234206,CABIN ELECTRIC,1
234207,RV NONELECTRIC,18
234207,STANDARD NONELECTRIC,12
234208,GROUP STANDARD AREA NONELECTRIC,5
234209,TENT ONLY NONELECTRIC,4
234210,STANDARD NONELECTRIC,28
234211,GROUP STANDARD NONELECTRIC,1
234212,CABIN NONELECTRIC,1
234213,CABIN NONELECTRIC,1
234214,GROUP STANDARD NONELECTRIC,2
234214,STANDARD NONELECTRIC,17
234215,CABIN NONELECTRIC,1
234216,GROUP STANDARD AREA NONELECTRIC,1
234218,GROUP STANDARD AREA NONELECTRIC,1
234219,GROUP STANDARD NONELECTRIC,3
234219,STANDARD NONELECTRIC,18
234221,MANAGEMENT,1
234221,STANDARD NONELECTRIC,20
234224,CABIN ELECTRIC,1
234225,CABIN NONELECTRIC,1
234228,GROUP STANDARD NONELECTRIC,3
234228,STANDARD NONELECTRIC,76
234230,GROUP STANDARD NONELECTRIC,1
234234,GROUP STANDARD NONELECTRIC,1
234235,CABIN NONELECTRIC,1
234237,CABIN NONELECTRIC,1
234238,CABIN NONELECTRIC,1
234239,CABIN NONELECTRIC,1
234241,CABIN NONELECTRIC,1
234245,GROUP STANDARD NONELECTRIC,1
234246,CABIN NONELECTRIC,1
234247,CABIN NONELECTRIC,1
234248,CABIN NONELECTRIC,1
234250,CABIN ELECTRIC,1
234251,CABIN NONELECTRIC,1
234252,CABIN NONELECTRIC,1
234253,GROUP TENT ONLY AREA NONELECTRIC,1
234253,STANDARD ELECTRIC,32
234254,STANDARD NONELECTRIC,21
234255,CABIN NONELECTRIC,1
234256,CABIN ELECTRIC,1
234257,GROUP STANDARD NONELECTRIC,4
234258,CABIN ELECTRIC,1
234259,CABIN ELECTRIC,1
234260,CABIN NONELECTRIC,1
234261,CABIN NONELECTRIC,1
234262,CABIN NONELECTRIC,1
234263,CABIN NONELECTRIC,1
234264,STANDARD NONELECTRIC,28
234265,GROUP STANDARD NONELECTRIC,1
234265,STANDARD NONELECTRIC,7
234266,CABIN NONELECTRIC,1
234267,RV NONELECTRIC,34
234268,CABIN NONELECTRIC,1
234269,CABIN NONELECTRIC,1
234270,CABIN NONELECTRIC,1
234271,CABIN NONELECTRIC,1
234272,CABIN NONELECTRIC,1
234273,CABIN NONELECTRIC,1
234274,GROUP STANDARD AREA NONELECTRIC,1
234275,GROUP STANDARD NONELECTRIC,1
234276,CABIN NONELECTRIC,1
234277,RV ELECTRIC,86
234278,CABIN ELECTRIC,1
234279,CABIN ELECTRIC,1
234280,STANDARD ELECTRIC,39
234281,CABIN NONELECTRIC,1
234283,GROUP STANDARD NONELECTRIC,1
234285,CABIN NONELECTRIC,1
234286,CABIN NONELECTRIC,1
234287,TENT ONLY NONELECTRIC,19
234288,CABIN NONELECTRIC,1
234289,GROUP STANDARD NONELECTRIC,2
234290,MANAGEMENT,7
234290,STANDARD NONELECTRIC,67
234291,GROUP STANDARD NONELECTRIC,1
234292,CABIN NONELECTRIC,1
234293,CABIN NONELECTRIC,1
234294,CABIN NONELECTRIC,1
234295,CABIN NONELECTRIC,1
234296,CABIN NONELECTRIC,1
234297,GROUP STANDARD NONELECTRIC,1
234297,STANDARD NONELECTRIC,8
234298,CABIN NONELECTRIC,1
234299,CABIN NONELECTRIC,1
234300,CABIN NONELECTRIC,1
234301,CABIN NONELECTRIC,1
234302,GROUP STANDARD NONELECTRIC,3
234303,CABIN NONELECTRIC,1
234304,CABIN NONELECTRIC,1
234305,CABIN NONELECTRIC,1
234306,GROUP STANDARD AREA NONELECTRIC,1
234307,CABIN ELECTRIC,1
234308,GROUP STANDARD NONELECTRIC,2
234308,STANDARD NONELECTRIC,6
234309,CABIN NONELECTRIC,1
234310,GROUP STANDARD NONELECTRIC,1
234311,STANDARD NONELECTRIC,37
234311,TENT ONLY NONELECTRIC,11
234312,GROUP STANDARD NONELECTRIC,1
234313,CABIN NONELECTRIC,1
234314,CABIN ELECTRIC,1
234315,CABIN NONELECTRIC,1
234316,CABIN NONELECTRIC,1
234317,CABIN NONELECTRIC,1
234318,CABIN NONELECTRIC,1
234319,CABIN ELECTRIC,1
234320,CABIN ELECTRIC,1
234321,CABIN NONELECTRIC,1
234322,CABIN NONELECTRIC,1
234323,TENT ONLY NONELECTRIC,30
234324,CABIN ELECTRIC,1
234325,CABIN NONELECTRIC,1
234327,CABIN NONELECTRIC,1
234328,CABIN NONELECTRIC,1
234329,MANAGEMENT,1
234329,STANDARD NONELECTRIC,93
234330,STANDARD NONELECTRIC,63
234331,CABIN NONELECTRIC,1
234332,CABIN NONELECTRIC,1
234333,CABIN NONELECTRIC,1
234334,CABIN NONELECTRIC,1
234335,CABIN NONELECTRIC,1
234336,CABIN NONELECTRIC,1
234337,CABIN NONELECTRIC,1
234338,CABIN ELECTRIC,1
234339,CABIN NONELECTRIC,1
234340,CABIN NONELECTRIC,1
234341,CABIN NONELECTRIC,1
234342,CABIN NONELECTRIC,1
234343,CABIN NONELECTRIC,1
234344,GROUP EQUESTRIAN,1
234345,CABIN ELECTRIC,1
234346,GROUP STANDARD NONELECTRIC,2
234347,GROUP STANDARD NONELECTRIC,2
234348,GROUP STANDARD NONELECTRIC,4
234349,GROUP STANDARD AREA NONELECTRIC,1
234350,CABIN NONELECTRIC,1
234351,CABIN NONELECTRIC,1
234352,CABIN NONELECTRIC,1
234353,CABIN NONELECTRIC,1
234355,CABIN NONELECTRIC,1
234356,CABIN NONELECTRIC,1
234357,GROUP TENT ONLY AREA NONELECTRIC,3
234357,STANDARD NONELECTRIC,35
234358,CABIN NONELECTRIC,1
234359,CABIN ELECTRIC,1
234360,CABIN NONELECTRIC,1
234361,CABIN ELECTRIC,1
234362,GROUP TENT ONLY AREA NONELECTRIC,3
234362,MANAGEMENT,3
234362,STANDARD ELECTRIC,25
